scale,analysis_layer,method,item_id,subject_n,item_MAE,item_NAE,coverage,complete_subject_rate,total_MAE,sum_item_AE,cancellation_amount,cancellation_ratio,weighted_kappa,route_family,mechanism_note
PHQ-8,PHQ189_pooled,WithinAI_GLM-5.2_A,3,189,0.5507936507936507,0.1835978835978836,1.0,1.0,3.2566137566137567,4.828042328042328,1.5714285714285716,0.3042591065606938,0.2273241027284324,SingleAI-A,item error and total cancellation read together
PHQ-8,PHQ189_pooled,WithinAI_GLM-5.2_A,4,189,0.7280423280423282,0.2426807760141093,1.0,1.0,3.2566137566137567,4.828042328042328,1.5714285714285716,0.3042591065606938,0.2273241027284324,SingleAI-A,item error and total cancellation read together
PHQ-8,PHQ189_pooled,WithinAI_GLM-5.2_A,5,189,0.8783068783068783,0.2927689594356261,1.0,1.0,3.2566137566137567,4.828042328042328,1.5714285714285716,0.3042591065606938,0.2273241027284324,SingleAI-A,item error and total cancellation read together
PHQ-8,PHQ189_pooled,WithinAI_GLM-5.2_A,6,189,0.5857142857142857,0.1952380952380952,1.0,1.0,3.2566137566137567,4.828042328042328,1.5714285714285716,0.3042591065606938,0.2273241027284324,SingleAI-A,item error and total cancellation read together
PHQ-8,PHQ189_pooled,WithinAI_GLM-5.2_A,7,189,0.6613756613756614,0.2204585537918871,1.0,1.0,3.2566137566137567,4.828042328042328,1.5714285714285716,0.3042591065606938,0.2273241027284324,SingleAI-A,item error and total cancellation read together
PHQ-8,PHQ189_pooled,WithinAI_GLM-5.2_A,8,189,0.3677248677248677,0.1225749559082892,1.0,1.0,3.2566137566137567,4.828042328042328,1.5714285714285716,0.3042591065606938,0.2273241027284324,SingleAI-A,item error and total cancellation read together
PHQ-8,PHQ189_pooled,WithinAI_GLM-5.2_B,1,189,0.5158730158730159,0.1719576719576719,1.0,1.0,3.2507936507936512,4.84021164021164,1.589417989417989,0.3012884939869067,0.2361077985821984,SingleAI-B,item error and total cancellation read together
PHQ-8,PHQ189_pooled,WithinAI_GLM-5.2_B,2,189,0.5497354497354497,0.1832451499118165,1.0,1.0,3.2507936507936512,4.84021164021164,1.589417989417989,0.3012884939869067,0.2361077985821984,SingleAI-B,item error and total cancellation read together
PHQ-8,PHQ189_pooled,WithinAI_GLM-5.2_B,3,189,0.5264550264550265,0.1754850088183421,1.0,1.0,3.2507936507936512,4.84021164021164,1.589417989417989,0.3012884939869067,0.2361077985821984,SingleAI-B,item error and total cancellation read together
PHQ-8,PHQ189_pooled,WithinAI_GLM-5.2_B,4,189,0.7407407407407407,0.2469135802469136,1.0,1.0,3.2507936507936512,4.84021164021164,1.589417989417989,0.3012884939869067,0.2361077985821984,SingleAI-B,item error and total cancellation read together
PHQ-8,PHQ189_pooled,WithinAI_GLM-5.2_B,5,189,0.9063492063492063,0.3021164021164021,1.0,1.0,3.2507936507936512,4.84021164021164,1.589417989417989,0.3012884939869067,0.2361077985821984,SingleAI-B,item error and total cancellation read together
PHQ-8,PHQ189_pooled,WithinAI_GLM-5.2_B,6,189,0.58994708994709,0.1966490299823632,1.0,1.0,3.2507936507936512,4.84021164021164,1.589417989417989,0.3012884939869067,0.2361077985821984,SingleAI-B,item error and total cancellation read together
PHQ-8,PHQ189_pooled,WithinAI_GLM-5.2_B,7,189,0.6328042328042328,0.2109347442680776,1.0,1.0,3.2507936507936512,4.84021164021164,1.589417989417989,0.3012884939869067,0.2361077985821984,SingleAI-B,item error and total cancellation read together
PHQ-8,PHQ189_pooled,WithinAI_GLM-5.2_B,8,189,0.3783068783068783,0.1261022927689594,1.0,1.0,3.2507936507936512,4.84021164021164,1.589417989417989,0.3012884939869067,0.2361077985821984,SingleAI-B,item error and total cancellation read together
PHQ-8,PHQ189_pooled,WithinAI_Qwen3.7-Max_A,1,189,0.6523809523809524,0.2174603174603174,1.0,1.0,3.5989417989417998,5.052910052910053,1.4539682539682532,0.2378678628491887,0.230465666060556,SingleAI-A,item error and total cancellation read together
PHQ-8,PHQ189_pooled,WithinAI_Qwen3.7-Max_A,2,189,0.5132275132275133,0.1710758377425043,1.0,1.0,3.5989417989417998,5.052910052910053,1.4539682539682532,0.2378678628491887,0.230465666060556,SingleAI-A,item error and total cancellation read together
PHQ-8,PHQ189_pooled,WithinAI_Qwen3.7-Max_A,3,189,0.5248677248677249,0.1749559082892416,1.0,1.0,3.5989417989417998,5.052910052910053,1.4539682539682532,0.2378678628491887,0.230465666060556,SingleAI-A,item error and total cancellation read together
PHQ-8,PHQ189_pooled,WithinAI_Qwen3.7-Max_A,4,189,0.7126984126984126,0.2375661375661375,1.0,1.0,3.5989417989417998,5.052910052910053,1.4539682539682532,0.2378678628491887,0.230465666060556,SingleAI-A,item error and total cancellation read together
PHQ-8,PHQ189_pooled,WithinAI_Qwen3.7-Max_A,5,189,0.9211640211640212,0.3070546737213404,1.0,1.0,3.5989417989417998,5.052910052910053,1.4539682539682532,0.2378678628491887,0.230465666060556,SingleAI-A,item error and total cancellation read together
PHQ-8,PHQ189_pooled,WithinAI_Qwen3.7-Max_A,6,189,0.656084656084656,0.218694885361552,1.0,1.0,3.5989417989417998,5.052910052910053,1.4539682539682532,0.2378678628491887,0.230465666060556,SingleAI-A,item error and total cancellation read together
